Trip1,Trip2,Close,PhaseA,PhaseB,PhaseC,Contact
-39,89,3927,-6,-363,22,10
-32,91,3790,-5,-363,22,10
-30,99,3599,-9,-364,23,10
-33,106,3380,-10,-362,23,10
-39,114,3143,-7,-361,23,10
-41,120,2916,-10,-360,22,10
-44,130,2702,-7,-362,22,10
-39,141,2498,-7,-359,23,10
-30,151,2315,-7,-360,23,10
-16,160,2144,-7,-359,22,10
1,167,1995,-9,-358,23,10
18,176,1859,-9,-358,24,10
32,182,1741,-5,-358,23,10
40,187,1639,-7,-357,22,10
43,188,1555,-7,-359,23,10
42,185,1484,-7,-357,23,10
36,184,1427,-7,-355,23,10
31,178,1390,-7,-354,22,10
29,169,1356,-7,-355,24,10
29,163,1336,-7,-355,22,10
29,156,1317,-9,-355,23,10
30,152,1295,-10,-354,22,10
45,154,1274,-7,-353,23,10
65,159,1248,-10,-353,24,10
81,163,1216,-10,-353,23,10
97,167,1184,-10,-352,24,10
124,187,1140,-7,-353,23,10
171,206,1097,-9,-352,24,10
231,191,1050,-7,-351,25,10
413,5,975,-9,-352,24,10
733,202,884,-7,-352,23,10
1167,556,783,-10,-351,24,10
1624,942,664,-10,-350,23,10
2047,1322,545,-9,-350,22,10
2428,1659,449,-9,-349,23,10
2748,1984,368,-10,-350,24,10
3036,2257,308,-9,-350,23,10
3298,2475,259,-10,-348,24,10
3477,2615,225,-10,-348,23,10
3494,2606,230,-9,-348,25,10
3375,2487,266,-11,-348,23,10
3170,2302,323,-10,-347,24,10
2917,2077,391,-7,-348,25,10
2641,1825,469,-9,-348,23,10
2351,1575,545,-10,-347,23,10
2058,1337,617,-9,-347,24,10
1768,1106,684,-10,-347,25,10
1494,885,747,-10,-346,25,10
1244,688,803,-7,-345,25,10
1021,516,855,-9,-345,25,10
820,368,899,-9,-346,25,10
642,247,938,-10,-345,24,10
480,147,971,-7,-344,24,10
343,66,993,-10,-344,25,10
231,1,1012,-9,-345,26,10
141,-46,1022,-10,-343,26,10
70,2,1030,-9,-344,25,10
16,43,1039,-9,-344,25,10
-24,77,1052,-9,-344,25,10
-54,103,1064,-7,-344,26,10
-69,123,1078,-10,-343,25,10
-49,137,1100,-9,-344,25,10
-38,147,1119,-9,-344,25,10
-37,157,1140,-9,-343,24,10
-44,166,1156,-7,-344,26,10
-62,175,1186,-10,-342,26,10
-24,187,1238,-10,-343,24,10
8,197,1304,-7,-342,25,10
32,208,1369,-7,-342,25,10
50,215,1429,-10,-342,25,10
64,222,1476,-7,-342,25,10
69,225,1510,-9,-344,24,10
70,219,1532,-9,-341,25,10
66,211,1548,-9,-342,24,10
54,198,1559,-7,-339,23,10
42,186,1568,-7,-342,25,10
27,173,1577,-10,-342,25,10
10,155,1579,-7,-341,25,10
-11,137,1573,-7,-342,25,10
-32,107,1562,-10,-342,23,10
-49,80,1540,-7,-342,24,10
-59,51,1510,-10,-341,22,10
-69,29,1468,-10,-341,24,10
-65,12,1424,-10,-341,24,10
-58,-1,1373,-10,-339,24,10
-51,-8,1323,-9,-342,24,10
-48,-10,1271,-9,-339,23,10
-50,-11,1207,-9,-339,25,10
-63,-9,1143,-9,-339,23,10
-64,-9,1090,-9,-338,24,10
-53,-11,1047,-7,-339,23,10
-48,-16,1014,-9,-338,23,10
-45,-22,986,-9,-338,23,10
-40,-29,963,-6,-337,24,10
-16,-33,940,-9,-339,23,10
15,-31,922,-9,-338,23,10
35,-24,899,-7,-337,24,10
48,-19,878,-7,-337,22,10
50,-14,859,-9,-336,23,10
46,-6,841,-9,-337,23,10
37,4,827,-7,-337,23,10
33,-28,816,-9,-336,24,10
69,-40,813,-9,-336,21,10
146,-5,813,-6,-336,24,10
267,60,806,-7,-336,24,10
514,206,780,-9,-336,23,10
918,450,738,-9,-336,23,10
1449,755,696,-9,-335,23,10
1987,1076,652,-9,-335,22,10
2438,1436,597,-9,-333,22,10
2807,1815,547,-9,-335,23,10
3095,2106,512,-9,-334,23,10
3303,2270,473,-9,-334,21,10
3471,2353,455,-9,-335,22,10
3599,2387,450,-6,-333,22,10
3654,2371,448,-7,-332,22,10
3656,2352,440,-7,-332,22,10
3624,2305,450,-9,-332,24,10
3478,2181,474,-9,-332,22,10
3240,1996,505,-6,-331,23,10
2956,1785,535,-7,-330,23,10
2653,1560,557,-6,-331,23,10
2351,1333,571,-7,-331,23,10
2054,1105,597,-6,-331,22,10
1768,885,632,-7,-330,23,10
1498,689,657,-9,-329,23,10
1254,516,656,-9,-330,24,10
1048,365,628,-6,-329,23,10
880,235,584,-7,-328,23,10
743,128,535,-6,-329,23,10
630,43,485,-9,-328,22,10
532,-16,437,-6,-327,22,10
447,-45,390,-9,-328,23,10
368,-19,344,-9,-326,23,10
298,-1,300,-10,-327,23,10
243,21,259,-7,-328,24,10
210,52,214,-7,-325,22,10
189,92,176,-6,-325,22,10
171,125,137,-7,-326,23,10
149,141,104,-7,-326,22,10
125,143,74,-7,-323,22,10
114,142,56,-7,-323,22,10
107,144,40,-7,-325,23,10
95,138,33,-7,-322,22,10
79,138,37,-7,-321,23,10
65,137,46,-7,-323,24,10
53,135,63,-7,-320,25,10
40,136,80,-9,-323,23,10
27,140,102,-9,-321,23,10
12,140,124,-9,-320,23,10
3,133,145,-7,-322,23,10
0,122,162,-10,-320,22,10
-3,106,168,-7,-320,22,10
-5,91,168,-7,-320,23,10
-12,80,169,-9,-319,24,10
-20,74,171,-9,-321,24,10
-18,81,171,-9,-318,22,10
40,74,165,-9,-319,23,10
210,-5,150,-9,-319,22,10
435,18,129,-7,-317,23,10
643,203,111,-10,-317,24,10
794,375,102,-9,-317,23,10
860,464,105,-7,-317,23,10
869,497,115,-10,-317,24,10
838,486,129,-9,-318,22,10
787,454,142,-7,-314,23,10
726,408,155,-9,-315,23,10
659,351,167,-10,-316,23,10
593,284,172,-9,-315,25,10
524,222,175,-9,-315,22,10
454,166,175,-7,-314,24,10
388,122,166,-9,-315,25,10
324,87,151,-9,-315,25,10
261,66,131,-9,-315,24,10
205,46,115,-10,-314,23,10
161,27,99,-9,-313,26,10
118,11,84,-9,-313,24,10
83,-2,71,-9,-315,24,10
52,-6,56,-7,-313,25,10
29,-7,46,-6,-314,26,10
19,-5,42,-6,-313,25,10
19,-5,43,-9,-313,24,10
28,-1,49,-7,-312,24,10
33,3,60,-9,-313,24,10
36,9,70,-9,-314,24,10
34,12,80,-7,-314,24,10
29,12,84,-7,-314,24,10
22,9,85,-10,-312,23,10
16,1,87,-9,-312,24,10
10,-3,92,-7,-312,24,10
3,-9,98,-9,-314,23,10
-1,-9,109,-10,-312,26,10
-10,-6,116,-7,-312,24,10
-22,0,120,-7,-311,25,10
-35,-1,116,-9,-312,24,10
-45,-1,110,-9,-313,25,10
-46,-1,98,-9,-313,24,10
-45,-2,84,-7,-313,25,10
-33,-2,67,-9,-311,24,10
-21,-3,55,-9,-311,25,10
-4,-5,49,-9,-311,24,10
8,-8,50,-7,-310,24,10
18,-13,58,-9,-311,25,10
22,-21,64,-9,-310,25,10
15,-29,74,-7,-312,25,10
4,-45,84,-7,-311,25,10
-7,-35,101,-7,-310,25,10
-27,-12,117,-9,-309,25,10
-49,8,128,-6,-312,24,10
-68,29,138,-7,-311,24,10
-65,48,147,-9,-311,23,10
-59,64,151,-7,-309,25,10
-55,75,155,-9,-311,24,10
-56,83,152,-7,-311,22,10
-55,84,147,-6,-311,23,10
-57,79,144,-9,-310,24,10
-58,74,135,-7,-309,24,10
-60,69,126,-9,-311,23,10
-65,64,118,-7,-311,23,10
-68,57,113,-7,-310,24,10
-67,49,105,-7,-311,24,10
-63,42,99,-7,-310,23,10
-56,35,98,-7,-310,23,10
-51,26,101,-6,-310,23,10
-56,19,103,-9,-309,23,10
-63,14,103,-9,-310,22,10
-68,8,102,-6,-308,23,10
-70,2,98,-9,-308,24,10
-68,1,95,-7,-308,23,10
-61,9,98,-7,-309,22,10
-44,12,106,-7,-308,22,10
-24,14,111,-7,-309,23,10
-11,19,115,-9,-310,23,10
-2,30,118,-10,-306,23,10
8,37,113,-6,-306,23,10
16,50,110,-6,-305,22,10
27,58,102,-6,-306,23,10
30,68,94,-6,-305,22,10
30,71,85,-7,-305,23,10
25,74,83,-7,-305,22,10
15,75,82,-7,-304,24,10
5,79,81,-6,-304,23,10
-6,84,78,-6,-304,23,10
-14,86,78,-6,-304,23,10
-13,90,79,-6,-303,23,10
-13,92,81,-6,-303,23,10
-14,93,81,-6,-303,22,10
-17,97,79,-6,-301,23,10
-20,107,76,-5,-301,24,10
-23,120,72,-5,-302,24,10
-21,133,74,-6,-302,23,10
-14,146,77,-6,-301,23,10
-6,158,82,-6,-301,24,10
4,160,87,-5,-301,25,10
17,160,88,-5,-299,23,10
26,149,91,-7,-300,23,10
31,136,91,-5,-299,23,10
30,122,93,-6,-299,23,10
31,110,99,-6,-299,24,10
33,98,99,-5,-298,23,10
34,87,97,-6,-298,23,10
35,80,90,-6,-298,23,10
30,76,87,-5,-298,23,10
21,72,83,-6,-299,23,10
10,73,75,-6,-298,24,10
0,75,65,-6,-296,23,10
-7,80,51,-5,-298,23,10
-11,83,34,-6,-297,23,10
-16,86,18,-6,-297,23,10
-25,84,3,-6,-295,24,10
-37,81,-7,-7,-297,22,10
-53,69,-14,-7,-297,23,10
-70,56,-15,-6,-294,23,10
-51,46,-16,-7,-293,23,10
-24,45,-14,-7,-295,24,10
1,54,-18,-7,-294,24,10
29,70,-21,-6,-294,22,10
51,90,-25,-6,-294,24,10
66,113,-29,-7,-292,24,10
75,137,-31,-7,-292,25,10
81,159,-32,-9,-292,24,10
83,174,-33,-7,-293,23,10
80,175,-32,-6,-290,24,10
74,169,-29,-7,-292,24,10
61,162,-21,-7,-290,25,10
42,155,-12,-7,-290,23,10
21,142,0,-7,-290,24,10
-7,126,20,-9,-292,24,10
-28,109,39,-6,-288,24,10
-49,101,54,-9,-290,24,10
-66,101,68,-6,-289,25,10
-66,99,75,-7,-289,23,10
-63,94,78,-7,-290,24,10
-64,87,78,-6,-289,24,10
-67,79,75,-9,-288,24,10
-56,76,65,-9,-288,24,10
-49,77,56,-7,-288,25,10
-44,81,45,-7,-288,25,10
-42,87,37,-7,-288,24,10
-42,93,36,-6,-288,24,10
-39,94,44,-9,-288,24,10
-35,89,65,-7,-288,24,10
-30,82,87,-6,-288,25,10
-22,73,112,-6,-285,25,10
-7,62,130,-9,-287,26,10
9,54,140,-7,-286,25,10
23,47,148,-6,-286,26,10
35,43,154,-9,-286,24,10
38,39,159,-7,-286,25,10
34,33,157,-6,-286,26,10
26,24,156,-5,-285,27,10
16,6,156,-7,-286,26,10
7,-20,155,-6,-285,25,10
-3,-40,159,-9,-286,25,10
-13,-46,172,-9,-285,26,10
-23,-43,190,-6,-286,26,10
-32,-50,206,-7,-287,26,10
-39,-38,224,-7,-285,26,10
-38,-18,244,-6,-285,27,10
-38,2,258,-10,-285,24,10
-40,25,273,-9,-284,25,10
-40,49,286,-7,-285,25,10
-34,70,297,-7,-284,25,10
-33,79,308,-6,-285,25,10
-38,79,309,-7,-285,25,10
-50,80,305,-7,-285,25,10
-65,86,289,-9,-285,26,10
-56,91,266,-7,-285,26,10
-37,99,244,-9,-283,25,10
-16,107,221,-9,-283,25,10
-2,114,203,-7,-286,25,10
5,119,192,-7,-284,24,10
13,122,183,-9,-285,25,10
17,125,174,-9,-285,24,10
19,122,162,-9,-284,25,10
21,110,149,-7,-285,24,10
20,92,137,-7,-284,24,10
16,68,124,-9,-285,24,10
8,45,111,-9,-284,25,10
1,21,95,-7,-284,23,10
-3,-5,76,-7,-285,26,10
-5,-28,63,-7,-284,22,10
-5,-40,52,-7,-284,23,10
0,-40,47,-9,-283,24,10
10,-32,41,-6,-284,24,10
16,-16,34,-7,-285,23,10
21,7,27,-6,-285,23,10
29,35,22,-9,-284,25,10
33,57,19,-9,-283,23,10
39,69,16,-6,-283,25,10
52,79,17,-7,-284,24,10
70,86,26,-9,-283,22,10
82,97,39,-6,-284,23,10
87,105,49,-7,-283,24,10
84,110,59,-7,-283,23,10
80,107,63,-7,-281,23,10
74,92,59,-7,-282,25,10
68,65,49,-9,-282,25,10
62,31,45,-7,-281,25,10
53,-1,39,-6,-282,24,10
45,-28,40,-6,-281,23,10
34,-49,42,-6,-280,24,10
23,-39,46,-7,-280,23,10
12,-33,52,-7,-279,25,10
3,-36,55,-7,-282,24,10
-6,-44,60,-7,-280,24,10
-13,-42,62,-6,-281,24,10
-16,-30,65,-7,-280,24,10
-18,-22,67,-6,-280,22,10
-18,-17,72,-7,-280,24,10
-20,-18,81,-5,-280,24,10
-24,-22,92,-6,-280,24,10
-32,-27,104,-7,-278,23,10
-40,-27,115,-7,-279,23,10
-45,-27,123,-5,-279,23,10
-41,-23,131,-6,-278,23,10
-39,-19,134,-6,-279,24,10
-30,-16,133,-6,-277,24,10
-24,-18,133,-6,-277,25,10
-21,-19,131,-7,-278,24,10
-20,-12,128,-5,-279,23,10
-21,-6,124,-5,-277,24,10
-30,1,120,-7,-277,24,10
-41,10,121,-6,-278,23,10
-57,16,123,-7,-275,23,10
-71,16,125,-6,-278,23,10
-58,10,128,-9,-276,23,10
-50,6,127,-6,-275,24,10
-44,1,127,-9,-276,25,10
-37,-2,125,-5,-277,24,10
-26,-8,123,-6,-275,24,10
-13,-14,124,-6,-275,22,10
-3,-20,121,-5,-275,23,10
7,-22,115,-6,-272,22,10
12,-20,108,-6,-273,24,10
16,-8,99,-6,-271,23,10
11,5,93,-5,-272,24,10
5,19,82,-6,-273,24,10
-1,34,71,-6,-271,24,10
-15,50,63,-6,-272,24,10
-25,69,61,-6,-271,24,10
-22,76,56,-7,-270,24,10
-18,85,60,-9,-269,23,10
-11,100,69,-6,-270,24,10
-5,113,79,-4,-271,25,10
0,127,92,-6,-269,24,10
0,140,105,-9,-268,25,10
4,139,117,-7,-270,25,10
12,131,129,-5,-271,25,10
19,117,139,-6,-268,24,10
26,102,147,-6,-269,23,10
36,83,147,-6,-269,25,10
50,58,146,-7,-268,24,10
60,35,145,-6,-268,23,10
67,20,141,-6,-269,24,10
67,12,129,-9,-269,25,10
62,15,113,-7,-268,24,10
47,28,89,-6,-267,24,10
32,43,67,-6,-268,23,10
8,55,44,-7,-267,24,10
-14,63,23,-6,-268,25,10
-39,70,1,-7,-266,24,10
-64,79,-21,-10,-266,24,10
-55,88,-37,-9,-266,24,10
-30,102,-43,-9,-265,24,10
-4,116,-41,-5,-267,24,10
18,120,-38,-6,-266,25,10
44,120,-36,-9,-267,26,10
68,110,-29,-9,-266,25,10
95,92,-19,-9,-265,24,10
119,72,-8,-7,-266,27,10
142,51,1,-7,-266,25,10
158,33,19,-6,-266,25,10
167,16,37,-5,-263,25,10
168,2,54,-7,-265,25,10
168,-3,73,-7,-266,26,10
168,-1,85,-9,-265,26,10
163,4,95,-7,-266,25,10
163,13,95,-6,-264,26,10
161,26,89,-6,-265,26,10
157,36,80,-7,-266,25,10
146,43,74,-9,-265,26,10
131,47,72,-7,-265,25,10
111,54,71,-7,-265,26,10
96,58,69,-9,-262,27,10
83,62,66,-6,-263,26,10
67,66,55,-9,-264,24,10
50,63,44,-6,-264,24,10
31,56,32,-7,-265,25,10
12,49,25,-9,-264,25,10
0,43,20,-9,-264,25,10
-4,34,16,-7,-263,25,10
-10,27,12,-9,-264,25,10
-18,26,15,-9,-264,26,10
-33,28,20,-9,-264,25,10
-48,28,33,-9,-264,24,10
-62,27,40,-9,-264,25,10
-69,28,44,-7,-264,26,10
-58,24,44,-7,-264,25,10
-48,21,43,-7,-265,25,10
-42,15,40,-7,-264,25,10
-38,7,32,-7,-266,25,10
-34,6,28,-7,-264,25,10
-32,12,25,-9,-264,24,10
-28,20,23,-9,-266,25,10
-24,32,20,-7,-264,26,10
-25,34,15,-9,-265,23,10
-30,31,8,-6,-264,24,10
-38,25,9,-7,-264,25,10
-45,12,18,-7,-264,24,10
-52,8,29,-7,-265,24,10
-58,9,44,-7,-266,24,10
-65,12,62,-7,-266,25,10
-69,17,82,-7,-265,23,10
-70,18,105,-6,-266,24,10
-71,19,129,-7,-264,24,10
-68,13,150,-6,-264,23,10
-67,0,161,-7,-263,23,10
-67,-9,163,-6,-265,23,10
-68,-17,158,-7,-263,24,10
-69,-25,151,-6,-265,23,10
-69,-30,139,-9,-263,23,10
-64,-29,127,-7,-264,25,10
-53,-23,113,-5,-262,25,10
-44,-7,102,-6,-262,23,10
-32,10,97,-5,-265,23,10
-24,27,101,-7,-262,22,10
-14,34,110,-7,-262,24,10
-5,34,120,-5,-262,23,10
-1,33,130,-6,-261,24,10
-6,36,139,-7,-262,23,10
-11,41,146,-7,-262,23,10
-14,39,145,-6,-262,24,10
-10,30,145,-7,-261,23,10
-11,15,146,-7,-261,23,10
-8,-1,158,-6,-261,22,10
-13,-9,170,-6,-262,24,10
-22,-13,177,-6,-261,23,10
-45,-14,179,-6,-261,23,10
-70,-11,175,-6,-260,23,10
-38,-8,169,-5,-261,24,10
-4,-4,158,-6,-260,24,10
25,-1,149,-6,-260,24,10
54,0,137,-7,-259,24,10
77,2,125,-6,-260,23,10
88,5,118,-5,-260,23,10
90,11,114,-5,-259,23,10
89,21,118,-6,-259,23,10
86,37,129,-6,-259,22,10
79,54,144,-5,-259,23,10
66,66,150,-5,-256,23,10
45,74,146,-5,-256,23,10
25,81,130,-5,-259,23,10
2,86,116,-6,-256,23,10
-16,92,98,-6,-255,25,10
-29,99,82,-7,-256,24,10
-43,107,71,-6,-257,23,10
-52,113,73,-6,-255,24,10
-64,120,75,-5,-255,24,10
-64,119,82,-4,-256,23,10
-53,116,92,-6,-255,24,10
-37,106,103,-5,-255,26,10
-17,94,107,-6,-253,24,10
0,90,105,-6,-255,24,10
14,86,102,-5,-253,24,10
18,82,104,-6,-254,22,10
8,75,103,-7,-254,25,10
-11,67,101,-6,-252,25,10
-27,60,96,-6,-253,24,10
-38,52,87,-7,-252,24,10
-44,45,83,-5,-254,23,10
-49,41,75,-6,-252,23,10
-55,30,63,-6,-253,24,10
-59,26,47,-6,-252,23,10
-61,26,36,-6,-252,25,10
-52,34,25,-5,-251,23,10
-45,44,18,-6,-251,23,10
-41,54,11,-6,-250,23,10
-42,64,10,-6,-251,23,10
-50,70,18,-6,-251,25,10
-58,73,38,-5,-249,24,10
-67,74,62,-6,-250,24,10
-70,67,82,-7,-251,23,10
-69,58,92,-7,-250,25,10
-69,52,104,-7,-248,24,10
-69,53,113,-6,-250,24,10
-70,54,121,-6,-249,24,10
-64,53,125,-6,-249,23,10
-30,18,114,-7,-250,23,10
30,-47,96,-10,-248,24,10
313,99,52,-7,-250,24,10
820,380,-7,-9,-249,24,10
1486,811,-69,-11,-247,24,10
2224,1333,6,-9,-249,25,10
2920,1866,96,-9,-249,23,10
3553,2345,218,-9,-250,25,10
4049,2740,341,-10,-248,24,10
4395,3048,418,-7,-248,24,10
4603,3288,459,-9,-250,25,10
4709,3451,476,-9,-248,25,10
4723,3561,470,-9,-247,25,10
4559,3489,407,-9,-246,26,10
4273,3297,315,-7,-247,24,10
3912,3034,203,-10,-248,25,10
3510,2731,88,-7,-248,26,10
3101,2410,-27,-7,-248,26,10
2700,2090,-5,-7,-246,26,10
2324,1783,92,-7,-247,24,10
1980,1496,180,-9,-247,23,10
1669,1237,252,-9,-248,26,10
1395,1007,314,-6,-247,26,10
1154,807,371,-7,-247,25,10
943,629,419,-6,-246,26,10
763,478,455,-7,-247,26,10
615,351,484,-9,-248,25,10
490,249,507,-7,-247,24,10
383,171,524,-9,-247,24,10
290,112,538,-6,-248,26,10
213,75,553,-9,-247,26,10
151,50,562,-6,-248,26,10
102,32,575,-7,-247,25,10
69,13,591,-7,-246,24,10
47,0,618,-9,-247,25,10
36,-6,675,-9,-248,25,10
29,-3,820,-7,-249,26,10
27,0,1068,-7,-246,25,10
30,6,1370,-7,-246,25,10
34,10,1685,-7,-247,25,10
35,8,1990,-7,-247,24,10
27,3,2277,-7,-245,25,10
10,-4,2520,-6,-247,24,10
-11,-15,2716,-6,-247,25,10
-24,-26,2855,-9,-248,25,10
-32,-35,2952,-9,-247,24,10
-38,-46,3014,-7,-247,26,10
-40,-39,3059,-7,-247,24,10
-42,-14,3086,-7,-248,25,10
-36,7,3100,-9,-247,24,10
-31,28,3103,-6,-247,25,10
-23,45,3102,-7,-246,23,10
-15,60,3085,-6,-247,24,10
-8,71,3066,-7,-248,24,10
-4,77,3043,-9,-247,23,10
4,85,3019,-7,-247,23,10
15,92,2999,-7,-247,24,10
19,99,2991,-9,-247,23,10
22,100,2977,-6,-246,22,10
23,95,2971,-6,-247,24,10
27,89,2960,-7,-247,23,10
27,76,2949,-7,-247,23,10
23,69,2928,-7,-247,24,10
27,67,2909,-7,-246,24,10
33,63,2881,-7,-247,23,10
49,55,2857,-6,-246,24,10
69,48,2829,-6,-247,23,10
95,36,2801,-7,-247,24,10
120,24,2767,-6,-245,23,10
146,11,2734,-7,-246,23,10
171,5,2704,-6,-245,24,10
190,2,2676,-7,-245,23,10
201,0,2648,-6,-245,24,10
200,-5,2618,-5,-245,24,10
187,-6,2587,-6,-244,24,10
164,-3,2559,-4,-245,23,10
134,-3,2535,-7,-244,23,10
104,-2,2505,-6,-244,22,10
79,-4,2486,-5,-243,23,10
61,-8,2467,-5,-244,22,10
49,-18,2444,-5,-243,24,10
49,-31,2424,-6,-245,23,10
64,-48,2399,-6,-241,24,10
91,-35,2372,-5,-241,24,10
115,-23,2355,-7,-243,24,10
130,-15,2339,-6,-241,23,10
140,-13,2329,-6,-243,24,10
146,-16,2330,-6,-241,24,10
146,-23,2333,-5,-243,24,10
140,-23,2350,-7,-240,22,10
135,-31,2363,-5,-243,24,10
135,-40,2337,-7,-243,23,10
137,-45,2253,-6,-239,25,10
144,-31,2132,-6,-240,24,10
151,-18,1989,-6,-240,25,10
156,-4,1834,-6,-239,24,10
156,11,1667,-5,-238,24,10
151,24,1508,-4,-239,23,10
147,35,1363,-6,-240,24,10
139,41,1233,-5,-239,24,10
135,42,1116,-5,-239,24,10
129,38,1016,-5,-238,22,10
121,38,929,-6,-238,23,10
112,35,850,-6,-239,24,10
103,31,778,-7,-238,25,10
99,35,709,-6,-238,23,10
97,48,642,-6,-238,24,10
98,65,583,-6,-238,23,10
97,88,531,-5,-236,24,10
100,114,491,-5,-237,24,10
107,136,456,-5,-237,24,10
118,150,426,-6,-237,23,10
131,157,398,-6,-237,23,10
136,160,378,-6,-236,24,10
139,159,360,-7,-236,23,10
140,150,343,-7,-235,24,10
141,135,333,-6,-235,25,10
139,113,322,-7,-234,25,10
136,80,304,-7,-235,24,10
132,50,284,-6,-236,23,10
122,25,268,-5,-235,24,10
110,8,255,-6,-234,24,10
97,-9,248,-7,-235,25,10
76,-24,249,-9,-233,25,10
59,-37,252,-7,-234,25,10
40,-49,252,-7,-233,24,10
29,-40,247,-9,-233,24,10
32,-43,243,-6,-233,23,10
40,-50,238,-7,-233,24,10
49,-44,236,-7,-232,24,10
50,-41,230,-7,-234,24,10
46,-37,215,-7,-233,25,10
36,-32,199,-6,-233,25,10
28,-29,180,-9,-233,26,10
22,-24,161,-6,-232,25,10
17,-20,146,-7,-234,25,10
13,-13,126,-7,-232,26,10
19,-8,105,-6,-233,24,10
30,-1,83,-9,-232,25,10
44,10,61,-7,-232,25,10
59,25,41,-7,-232,26,10
77,35,26,-7,-232,26,10
90,48,11,-7,-231,27,10
102,57,1,-9,-231,27,10
114,67,-14,-6,-232,27,10
121,79,-20,-6,-233,25,10
121,83,-17,-6,-232,27,10
120,85,-7,-7,-232,26,10
117,82,1,-9,-233,26,10
116,75,8,-7,-232,25,10
114,70,6,-5,-232,24,10
115,64,-1,-9,-232,26,10
115,55,-14,-6,-231,26,10
115,49,-23,-6,-232,26,10
116,43,-29,-7,-232,25,10
111,39,-35,-7,-233,26,10
98,36,-31,-7,-233,27,10
88,37,-20,-10,-232,25,10
78,37,-12,-5,-232,27,10
64,42,-6,-6,-233,25,10
51,48,1,-7,-232,27,10
42,50,9,-6,-233,25,10
34,49,20,-9,-232,24,10
32,48,29,-6,-232,25,10
33,47,38,-7,-233,25,10
37,48,43,-7,-233,26,10
39,43,49,-6,-233,25,10
47,32,59,-7,-233,24,10
54,20,74,-7,-232,24,10
62,6,90,-7,-233,24,10
72,-12,110,-6,-232,26,10
80,-33,124,-6,-232,25,10
80,-46,137,-6,-233,24,10
78,-44,147,-7,-233,24,10
78,-41,152,-6,-233,24,10
80,-38,154,-6,-233,24,10
83,-43,151,-7,-232,26,10
85,-48,138,-7,-233,24,10
